Code;CodeShare;Stops;Source Airport ID;Destination Airport;Airline ID;;;;;;;;;;;;;;;;
19508;Y;0;6355;XMN;1767;;;;;;;;;;;;;;;;
19509;;0;6355;YIW;1767;;;;;;;;;;;;;;;;
19510;;0;9846;CAN;1767;;;;;;;;;;;;;;;;
19511;;0;9846;PEK;1767;;;;;;;;;;;;;;;;
19512;;0;9846;SZX;1767;;;;;;;;;;;;;;;;
19513;;0;6111;DME;20270;;;;;;;;;;;;;;;;
19514;;0;6111;HEL;20270;;;;;;;;;;;;;;;;
19515;;0;6111;KGD;20270;;;;;;;;;;;;;;;;
19516;;0;6111;LED;20270;;;;;;;;;;;;;;;;
19517;;0;6111;MMK;20270;;;;;;;;;;;;;;;;
19518;;0;6111;VKO;20270;;;;;;;;;;;;;;;;
19519;;0;6111;VUS;20270;;;;;;;;;;;;;;;;
19520;;0;4029;CEE;20270;;;;;;;;;;;;;;;;
19521;;0;4029;KVK;20270;;;;;;;;;;;;;;;;
19522;;0;421;CEE;20270;;;;;;;;;;;;;;;;
19523;;0;2952;CEE;20270;;;;;;;;;;;;;;;;
19524;;0;6734;DME;20270;;;;;;;;;;;;;;;;
19525;;0;2948;CEE;20270;;;;;;;;;;;;;;;;
19526;;0;2948;UCT;20270;;;;;;;;;;;;;;;;
19527;;0;2949;CEE;20270;;;;;;;;;;;;;;;;
19528;;0;4368;LED;20270;;;;;;;;;;;;;;;;
19529;;0;2988;CEE;20270;;;;;;;;;;;;;;;;
19530;;0;8924;CEE;20270;;;;;;;;;;;;;;;;
19531;;0;2188;HGA;1966;;;;;;;;;;;;;;;;
19532;;0;1121;JIB;1966;;;;;;;;;;;;;;;;
19533;;0;1121;MGQ;1966;;;;;;;;;;;;;;;;
19534;;0;4119;DXB;1966;;;;;;;;;;;;;;;;
19535;;0;4119;MGQ;1966;;;;;;;;;;;;;;;;
19536;;0;5687;JIB;1966;;;;;;;;;;;;;;;;
19537;;0;813;NLA;2881;;;;;;;;;;;;;;;;
19538;;0;910;JNB;2881;;;;;;;;;;;;;;;;
19539;;0;3341;KUL;2417;;;;;;;;;;;;;;;;
19540;;0;3024;KUL;2417;;;;;;;;;;;;;;;;
19541;;0;3395;KUL;2417;;;;;;;;;;;;;;;;
19542;;0;3386;KUL;2417;;;;;;;;;;;;;;;;
19543;;0;2359;KUL;2417;;;;;;;;;;;;;;;;
19544;;0;3930;KUL;2417;;;;;;;;;;;;;;;;
19545;;0;2072;KUL;2417;;;;;;;;;;;;;;;;
19546;;0;3992;KUL;2417;;;;;;;;;;;;;;;;
19547;;0;3125;KUL;2417;;;;;;;;;;;;;;;;
19548;;0;3304;ADL;2417;;;;;;;;;;;;;;;;
19549;;0;3304;CMB;2417;;;;;;;;;;;;;;;;
19550;;0;3304;CTU;2417;;;;;;;;;;;;;;;;
19551;;0;3304;HGH;2417;;;;;;;;;;;;;;;;
19552;;0;3304;HND;2417;;;;;;;;;;;;;;;;
19553;;0;3304;ICN;2417;;;;;;;;;;;;;;;;
19554;;0;3304;JED;2417;;;;;;;;;;;;;;;;
19555;;0;3304;KIX;2417;;;;;;;;;;;;;;;;
19556;;0;3304;KTM;2417;;;;;;;;;;;;;;;;
19557;;0;3304;MEL;2417;;;;;;;;;;;;;;;;
19558;;0;3304;NGO;2417;;;;;;;;;;;;;;;;
19559;;0;3304;OOL;2417;;;;;;;;;;;;;;;;
19560;;0;3304;PEK;2417;;;;;;;;;;;;;;;;
19561;;0;3304;PER;2417;;;;;;;;;;;;;;;;
19562;;0;3304;PUS;2417;;;;;;;;;;;;;;;;
19563;;0;3304;PVG;2417;;;;;;;;;;;;;;;;
19564;;0;3304;SYD;2417;;;;;;;;;;;;;;;;
19565;;0;3304;TPE;2417;;;;;;;;;;;;;;;;
19566;;0;3339;KUL;2417;;;;;;;;;;;;;;;;
19567;;0;3942;KUL;2417;;;;;;;;;;;;;;;;
19568;;0;3321;KUL;2417;;;;;;;;;;;;;;;;
19569;;0;3364;KUL;2417;;;;;;;;;;;;;;;;
19570;;0;3351;KUL;2417;;;;;;;;;;;;;;;;
19571;;0;2372;KUL;2417;;;;;;;;;;;;;;;;
19572;;0;3406;KUL;2417;;;;;;;;;;;;;;;;
19573;;0;3361;KUL;2417;;;;;;;;;;;;;;;;
19574;;0;2276;KUL;2417;;;;;;;;;;;;;;;;
19575;;0;5597;BMA;2585;;;;;;;;;;;;;;;;
19576;;0;738;AGH;2585;;;;;;;;;;;;;;;;
19577;;0;738;HAD;2585;;;;;;;;;;;;;;;;
19578;Y;0;738;KLR;2585;;;;;;;;;;;;;;;;
19579;;0;738;RNB;2585;;;;;;;;;;;;;;;;
19580;;0;738;SDL;2585;;;;;;;;;;;;;;;;
19581;;0;738;THN;2585;;;;;;;;;;;;;;;;
19582;;0;738;VBY;2585;;;;;;;;;;;;;;;;
19583;;0;738;VXO;2585;;;;;;;;;;;;;;;;
19584;;0;691;VBY;2585;;;;;;;;;;;;;;;;
19585;;0;709;BMA;2585;;;;;;;;;;;;;;;;
19586;Y;0;707;BMA;2585;;;;;;;;;;;;;;;;
19587;;0;708;VBY;2585;;;;;;;;;;;;;;;;
19588;;0;685;BMA;2585;;;;;;;;;;;;;;;;
19589;;0;721;BMA;2585;;;;;;;;;;;;;;;;
19590;;0;693;BMA;2585;;;;;;;;;;;;;;;;
19591;;0;746;BMA;2585;;;;;;;;;;;;;;;;
19592;;0;746;GSE;2585;;;;;;;;;;;;;;;;
19593;;0;746;MMX;2585;;;;;;;;;;;;;;;;
19594;;0;711;BMA;2585;;;;;;;;;;;;;;;;
19595;;0;4133;DMK;3674;;;;;;;;;;;;;;;;
19596;;0;3932;DMK;3674;;;;;;;;;;;;;;;;
19597;;0;4300;DMK;3674;;;;;;;;;;;;;;;;
19598;;0;3931;DMK;3674;;;;;;;;;;;;;;;;
19599;;0;3931;UTH;3674;;;;;;;;;;;;;;;;
19600;;0;3157;BFV;3674;;;;;;;;;;;;;;;;
19601;;0;3157;CEI;3674;;;;;;;;;;;;;;;;
19602;;0;3157;CJM;3674;;;;;;;;;;;;;;;;
19603;;0;3157;CNX;3674;;;;;;;;;;;;;;;;
19604;;0;3157;HDY;3674;;;;;;;;;;;;;;;;
19605;;0;3157;HKT;3674;;;;;;;;;;;;;;;;
19606;;0;3157;KBV;3674;;;;;;;;;;;;;;;;
19607;;0;3157;KOP;3674;;;;;;;;;;;;;;;;
19608;;0;3157;LOE;3674;;;;;;;;;;;;;;;;
19609;;0;3157;MAQ;3674;;;;;;;;;;;;;;;;
19610;;0;3157;NNT;3674;;;;;;;;;;;;;;;;
19611;;0;3157;NST;3674;;;;;;;;;;;;;;;;
19612;;0;3157;PHS;3674;;;;;;;;;;;;;;;;
19613;;0;3157;PRH;3674;;;;;;;;;;;;;;;;
19614;;0;3157;RGN;3674;;;;;;;;;;;;;;;;
19615;;0;3157;ROI;3674;;;;;;;;;;;;;;;;
19616;;0;3157;SNO;3674;;;;;;;;;;;;;;;;
19617;;0;3157;TST;3674;;;;;;;;;;;;;;;;
19618;;0;3157;UBP;3674;;;;;;;;;;;;;;;;
19619;;0;3157;UNN;3674;;;;;;;;;;;;;;;;
19620;;0;3157;URT;3674;;;;;;;;;;;;;;;;
19621;;0;3157;UTH;3674;;;;;;;;;;;;;;;;
19622;;0;3181;DMK;3674;;;;;;;;;;;;;;;;
19623;;0;3179;DMK;3674;;;;;;;;;;;;;;;;
19624;;0;3174;DMK;3674;;;;;;;;;;;;;;;;
19625;;0;3936;DMK;3674;;;;;;;;;;;;;;;;
19626;;0;3186;DMK;3674;;;;;;;;;;;;;;;;
19627;;0;6186;DMK;3674;;;;;;;;;;;;;;;;
19628;;0;4131;DMK;3674;;;;;;;;;;;;;;;;
19629;;0;3933;DMK;3674;;;;;;;;;;;;;;;;
19630;;0;3170;DMK;3674;;;;;;;;;;;;;;;;
19631;;0;3164;DMK;3674;;;;;;;;;;;;;;;;
19632;;0;3239;DMK;3674;;;;;;;;;;;;;;;;
19633;;0;4132;DMK;3674;;;;;;;;;;;;;;;;
19634;;0;3184;DMK;3674;;;;;;;;;;;;;;;;
19635;;0;3182;DMK;3674;;;;;;;;;;;;;;;;
19636;;0;3937;DMK;3674;;;;;;;;;;;;;;;;
19637;;0;3180;DMK;3674;;;;;;;;;;;;;;;;
19638;;0;4000;DMK;3674;;;;;;;;;;;;;;;;
19639;;0;3183;CNX;3674;;;;;;;;;;;;;;;;
19640;;0;3183;DMK;3674;;;;;;;;;;;;;;;;
19641;Y;0;1055;BHX;1868;;;;;;;;;;;;;;;;
19642;;0;1055;DUS;1868;;;;;;;;;;;;;;;;
19643;;0;1055;FRA;1868;;;;;;;;;;;;;;;;
19644;;0;1055;FUE;1868;;;;;;;;;;;;;;;;
19645;Y;0;1055;GLA;1868;;;;;;;;;;;;;;;;
19646;;0;1055;HAJ;1868;;;;;;;;;;;;;;;;
19647;;0;1055;HAM;1868;;;;;;;;;;;;;;;;
19648;;0;1055;LEJ;1868;;;;;;;;;;;;;;;;
19649;Y;0;1055;LGW;1868;;;;;;;;;;;;;;;;
19650;Y;0;1055;MAN;1868;;;;;;;;;;;;;;;;
19651;;0;1055;MUC;1868;;;;;;;;;;;;;;;;
19652;;0;1055;PAD;1868;;;;;;;;;;;;;;;;
19653;;0;1055;STR;1868;;;;;;;;;;;;;;;;
19654;;0;1055;SXF;1868;;;;;;;;;;;;;;;;
19655;;0;1064;DUS;1868;;;;;;;;;;;;;;;;
19656;;0;1064;FRA;1868;;;;;;;;;;;;;;;;
19657;;0;1064;LEJ;1868;;;;;;;;;;;;;;;;
19658;;0;1064;MUC;1868;;;;;;;;;;;;;;;;
19659;;0;2874;FRA;1868;;;;;;;;;;;;;;;;
19660;;0;1688;CGN;1868;;;;;;;;;;;;;;;;
19661;;0;1688;DUS;1868;;;;;;;;;;;;;;;;
19662;;0;1688;FRA;1868;;;;;;;;;;;;;;;;
19663;;0;1688;HAJ;1868;;;;;;;;;;;;;;;;
19664;;0;1688;HAM;1868;;;;;;;;;;;;;;;;
19665;;0;1688;LEJ;1868;;;;;;;;;;;;;;;;
19666;;0;1688;MUC;1868;;;;;;;;;;;;;;;;
19667;;0;1688;PAD;1868;;;;;;;;;;;;;;;;
19668;;0;1688;STR;1868;;;;;;;;;;;;;;;;
19669;;0;1688;SXF;1868;;;;;;;;;;;;;;;;
19670;;0;2875;FRA;1868;;;;;;;;;;;;;;;;
19671;Y;0;2875;MAN;1868;;;;;;;;;;;;;;;;
19672;Y;0;469;ACE;1868;;;;;;;;;;;;;;;;
19673;;0;1460;FRA;1868;;;;;;;;;;;;;;;;
19674;;0;1460;HAM;1868;;;;;;;;;;;;;;;;
19675;;0;344;AYT;1868;;;;;;;;;;;;;;;;
19676;;0;344;PMI;1868;;;;;;;;;;;;;;;;
19677;;0;1474;DUS;1868;;;;;;;;;;;;;;;;
19678;;0;1852;FRA;1868;;;;;;;;;;;;;;;;
19679;Y;0;1852;LGW;1868;;;;;;;;;;;;;;;;
19680;Y;0;1852;MAN;1868;;;;;;;;;;;;;;;;
19681;;0;293;DUS;1868;;;;;;;;;;;;;;;;
19682;;0;293;FRA;1868;;;;;;;;;;;;;;;;
19683;;0;293;LEJ;1868;;;;;;;;;;;;;;;;
19684;;0;293;MUC;1868;;;;;;;;;;;;;;;;
19685;;0;1715;DUS;1868;;;;;;;;;;;;;;;;
19686;;0;1715;FRA;1868;;;;;;;;;;;;;;;;
19687;;0;1715;HAJ;1868;;;;;;;;;;;;;;;;
19688;;0;1715;HAM;1868;;;;;;;;;;;;;;;;
19689;;0;1715;MUC;1868;;;;;;;;;;;;;;;;
19690;;0;1715;STR;1868;;;;;;;;;;;;;;;;
19691;;0;1715;SXF;1868;;;;;;;;;;;;;;;;
19692;;0;345;ACE;1868;;;;;;;;;;;;;;;;
19693;;0;345;AGA;1868;;;;;;;;;;;;;;;;
19694;;0;345;AYT;1868;;;;;;;;;;;;;;;;
19695;;0;345;CFU;1868;;;;;;;;;;;;;;;;
19696;;0;345;CHQ;1868;;;;;;;;;;;;;;;;
19697;;0;345;DJE;1868;;;;;;;;;;;;;;;;
19698;;0;345;DLM;1868;;;;;;;;;;;;;;;;
19699;;0;345;FNC;1868;;;;;;;;;;;;;;;;
19700;;0;345;FUE;1868;;;;;;;;;;;;;;;;
19701;;0;345;HER;1868;;;;;;;;;;;;;;;;
19702;;0;345;HRG;1868;;;;;;;;;;;;;;;;
19703;;0;345;IBZ;1868;;;;;;;;;;;;;;;;
19704;;0;345;KGS;1868;;;;;;;;;;;;;;;;
19705;;0;345;LCA;1868;;;;;;;;;;;;;;;;
19706;;0;345;LPA;1868;;;;;;;;;;;;;;;;
19707;;0;345;PMI;1868;;;;;;;;;;;;;;;;
19708;;0;345;RHO;1868;;;;;;;;;;;;;;;;
19709;;0;345;TFS;1868;;;;;;;;;;;;;;;;
19710;;0;345;XRY;1868;;;;;;;;;;;;;;;;
19711;;0;4091;DUS;1868;;;;;;;;;;;;;;;;
19712;;0;4091;FRA;1868;;;;;;;;;;;;;;;;
19713;;0;4091;HAM;1868;;;;;;;;;;;;;;;;
19714;;0;4091;LEJ;1868;;;;;;;;;;;;;;;;
19715;;0;4091;MUC;1868;;;;;;;;;;;;;;;;
19716;;0;4091;STR;1868;;;;;;;;;;;;;;;;
19717;;0;340;ACE;1868;;;;;;;;;;;;;;;;
19718;;0;340;AGA;1868;;;;;;;;;;;;;;;;
19719;;0;340;AYT;1868;;;;;;;;;;;;;;;;
19720;;0;340;CFU;1868;;;;;;;;;;;;;;;;
19721;;0;340;CHQ;1868;;;;;;;;;;;;;;;;
19722;;0;340;CUN;1868;;;;;;;;;;;;;;;;
19723;;0;340;DBV;1868;;;;;;;;;;;;;;;;
19724;;0;340;DJE;1868;;;;;;;;;;;;;;;;
19725;;0;340;DLM;1868;;;;;;;;;;;;;;;;
19726;;0;340;FNC;1868;;;;;;;;;;;;;;;;
19727;;0;340;FUE;1868;;;;;;;;;;;;;;;;
19728;;0;340;HAV;1868;;;;;;;;;;;;;;;;
19729;;0;340;HER;1868;;;;;;;;;;;;;;;;
19730;;0;340;HOG;1868;;;;;;;;;;;;;;;;
19731;;0;340;HRG;1868;;;;;;;;;;;;;;;;
19732;;0;340;IBZ;1868;;;;;;;;;;;;;;;;
19733;;0;340;KGS;1868;;;;;;;;;;;;;;;;
19734;;0;340;LAS;1868;;;;;;;;;;;;;;;;
19735;;0;340;LPA;1868;;;;;;;;;;;;;;;;
19736;;0;340;MBA;1868;;;;;;;;;;;;;;;;
19737;;0;340;MBJ;1868;;;;;;;;;;;;;;;;
19738;;0;340;MLE;1868;;;;;;;;;;;;;;;;
19739;;0;340;MRU;1868;;;;;;;;;;;;;;;;
19740;;0;340;NBO;1868;;;;;;;;;;;;;;;;
19741;;0;340;PMI;1868;;;;;;;;;;;;;;;;
19742;;0;340;POP;1868;;;;;;;;;;;;;;;;
19743;;0;340;PUJ;1868;;;;;;;;;;;;;;;;
19744;;0;340;REC;1868;;;;;;;;;;;;;;;;
19745;;0;340;RHO;1868;;;;;;;;;;;;;;;;
19746;;0;340;SDQ;1868;;;;;;;;;;;;;;;;
19747;;0;340;SEA;1868;;;;;;;;;;;;;;;;
19748;;0;340;SEZ;1868;;;;;;;;;;;;;;;;
19749;;0;340;SJU;1868;;;;;;;;;;;;;;;;
19750;;0;340;SPC;1868;;;;;;;;;;;;;;;;
19751;;0;340;SPU;1868;;;;;;;;;;;;;;;;
19752;;0;340;SSA;1868;;;;;;;;;;;;;;;;
19753;;0;340;TAB;1868;;;;;;;;;;;;;;;;
19754;;0;340;TFS;1868;;;;;;;;;;;;;;;;
19755;;0;340;VRA;1868;;;;;;;;;;;;;;;;
19756;;0;340;XRY;1868;;;;;;;;;;;;;;;;
19757;;0;340;YHZ;1868;;;;;;;;;;;;;;;;
19758;;0;340;YVR;1868;;;;;;;;;;;;;;;;
19759;;0;1051;DUS;1868;;;;;;;;;;;;;;;;
19760;;0;1051;FRA;1868;;;;;;;;;;;;;;;;
19761;;0;1051;HAJ;1868;;;;;;;;;;;;;;;;
19762;;0;1051;HAM;1868;;;;;;;;;;;;;;;;
19763;;0;1051;LEJ;1868;;;;;;;;;;;;;;;;
19764;;0;1051;MAN;1868;;;;;;;;;;;;;;;;
19765;;0;1051;MUC;1868;;;;;;;;;;;;;;;;
19766;;0;1051;PAD;1868;;;;;;;;;;;;;;;;
19767;;0;1051;STR;1868;;;;;;;;;;;;;;;;
19768;;0;1051;SXF;1868;;;;;;;;;;;;;;;;
19769;Y;0;534;ACE;1868;;;;;;;;;;;;;;;;
19770;Y;0;534;CUN;1868;;;;;;;;;;;;;;;;
19771;Y;0;534;MCO;1868;;;;;;;;;;;;;;;;
19772;;0;352;ACE;1868;;;;;;;;;;;;;;;;
19773;;0;352;AYT;1868;;;;;;;;;;;;;;;;
19774;;0;352;DLM;1868;;;;;;;;;;;;;;;;
19775;;0;352;FUE;1868;;;;;;;;;;;;;;;;
19776;;0;352;HER;1868;;;;;;;;;;;;;;;;
19777;;0;352;KGS;1868;;;;;;;;;;;;;;;;
19778;;0;352;LCA;1868;;;;;;;;;;;;;;;;
19779;;0;352;PMI;1868;;;;;;;;;;;;;;;;
19780;;0;352;RHO;1868;;;;;;;;;;;;;;;;
19781;;0;342;ACE;1868;;;;;;;;;;;;;;;;
19782;;0;342;AYT;1868;;;;;;;;;;;;;;;;
19783;;0;342;CFU;1868;;;;;;;;;;;;;;;;
19784;;0;342;DLM;1868;;;;;;;;;;;;;;;;
19785;;0;342;FNC;1868;;;;;;;;;;;;;;;;
19786;;0;342;FUE;1868;;;;;;;;;;;;;;;;
19787;;0;342;HER;1868;;;;;;;;;;;;;;;;
19788;;0;342;HRG;1868;;;;;;;;;;;;;;;;
19789;;0;342;KGS;1868;;;;;;;;;;;;;;;;
19790;;0;342;LPA;1868;;;;;;;;;;;;;;;;
19791;;0;342;PMI;1868;;;;;;;;;;;;;;;;
19792;;0;342;RHO;1868;;;;;;;;;;;;;;;;
19793;;0;342;TFS;1868;;;;;;;;;;;;;;;;
19794;;0;342;XRY;1868;;;;;;;;;;;;;;;;
19795;;0;1909;FRA;1868;;;;;;;;;;;;;;;;
19796;;0;1452;DUS;1868;;;;;;;;;;;;;;;;
19797;;0;1452;FRA;1868;;;;;;;;;;;;;;;;
19798;;0;1452;HAJ;1868;;;;;;;;;;;;;;;;
19799;;0;1452;HAM;1868;;;;;;;;;;;;;;;;
19800;;0;1452;LEJ;1868;;;;;;;;;;;;;;;;
19801;;0;1452;MUC;1868;;;;;;;;;;;;;;;;
19802;;0;1452;STR;1868;;;;;;;;;;;;;;;;
19803;;0;1452;SXF;1868;;;;;;;;;;;;;;;;
19804;;0;1910;FRA;1868;;;;;;;;;;;;;;;;
19805;;0;1910;MBJ;1868;;;;;;;;;;;;;;;;
19806;;0;1130;DUS;1868;;;;;;;;;;;;;;;;
19807;;0;1130;FRA;1868;;;;;;;;;;;;;;;;
19808;;0;1130;HAM;1868;;;;;;;;;;;;;;;;
19809;;0;1130;MUC;1868;;;;;;;;;;;;;;;;
19810;;0;1225;DUS;1868;;;;;;;;;;;;;;;;
19811;;0;1225;FRA;1868;;;;;;;;;;;;;;;;
19812;;0;1225;MAN;1868;;;;;;;;;;;;;;;;
19813;;0;1225;MUC;1868;;;;;;;;;;;;;;;;
19814;;0;1458;DUS;1868;;;;;;;;;;;;;;;;
19815;;0;1458;FRA;1868;;;;;;;;;;;;;;;;
19816;;0;1458;HAJ;1868;;;;;;;;;;;;;;;;
19817;;0;1458;HAM;1868;;;;;;;;;;;;;;;;
19818;;0;1458;MUC;1868;;;;;;;;;;;;;;;;
19819;;0;1458;STR;1868;;;;;;;;;;;;;;;;
19820;;0;1458;SXF;1868;;;;;;;;;;;;;;;;
19821;;0;3877;FRA;1868;;;;;;;;;;;;;;;;
19822;Y;0;3877;MAN;1868;;;;;;;;;;;;;;;;
19823;;0;1197;DUS;1868;;;;;;;;;;;;;;;;
19824;;0;1197;HAJ;1868;;;;;;;;;;;;;;;;
19825;;0;1197;SXF;1868;;;;;;;;;;;;;;;;
19826;;0;348;ACE;1868;;;;;;;;;;;;;;;;
19827;;0;348;AGA;1868;;;;;;;;;;;;;;;;
19828;;0;348;AYT;1868;;;;;;;;;;;;;;;;
19829;;0;348;CFU;1868;;;;;;;;;;;;;;;;
19830;;0;348;DJE;1868;;;;;;;;;;;;;;;;
19831;;0;348;FNC;1868;;;;;;;;;;;;;;;;
19832;;0;348;FUE;1868;;;;;;;;;;;;;;;;
19833;;0;348;HER;1868;;;;;;;;;;;;;;;;
19834;;0;348;LPA;1868;;;;;;;;;;;;;;;;
19835;;0;348;PMI;1868;;;;;;;;;;;;;;;;
19836;;0;348;RHO;1868;;;;;;;;;;;;;;;;
19837;;0;348;TFS;1868;;;;;;;;;;;;;;;;
19838;Y;0;502;ACE;1868;;;;;;;;;;;;;;;;
19839;Y;0;502;CUN;1868;;;;;;;;;;;;;;;;
19840;;0;1054;DUS;1868;;;;;;;;;;;;;;;;
19841;;0;1054;FRA;1868;;;;;;;;;;;;;;;;
19842;;0;1054;HAM;1868;;;;;;;;;;;;;;;;
19843;;0;1054;LEJ;1868;;;;;;;;;;;;;;;;
19844;;0;1054;MUC;1868;;;;;;;;;;;;;;;;
19845;;0;1054;PAD;1868;;;;;;;;;;;;;;;;
19846;;0;1054;STR;1868;;;;;;;;;;;;;;;;
19847;;0;1054;SXF;1868;;;;;;;;;;;;;;;;
19848;Y;0;478;ACE;1868;;;;;;;;;;;;;;;;
19849;Y;0;478;CUN;1868;;;;;;;;;;;;;;;;
19850;;0;478;FUE;1868;;;;;;;;;;;;;;;;
19851;;0;478;IBZ;1868;;;;;;;;;;;;;;;;
19852;Y;0;478;LAS;1868;;;;;;;;;;;;;;;;
19853;Y;0;478;MBJ;1868;;;;;;;;;;;;;;;;
19854;Y;0;478;MCO;1868;;;;;;;;;;;;;;;;
19855;;0;478;PMI;1868;;;;;;;;;;;;;;;;
19856;;0;478;TFS;1868;;;;;;;;;;;;;;;;
19857;Y;0;478;UVF;1868;;;;;;;;;;;;;;;;
19858;;0;478;ZTH;1868;;;;;;;;;;;;;;;;
19859;;0;1145;FRA;1868;;;;;;;;;;;;;;;;
19860;;0;1145;ZNZ;1868;;;;;;;;;;;;;;;;
19861;;0;1780;FRA;1868;;;;;;;;;;;;;;;;
19862;Y;0;3878;GLA;1868;;;;;;;;;;;;;;;;
19863;Y;0;3878;MAN;1868;;;;;;;;;;;;;;;;
19864;;0;3156;FRA;1868;;;;;;;;;;;;;;;;
19865;;0;893;FRA;1868;;;;;;;;;;;;;;;;
19866;;0;346;ACE;1868;;;;;;;;;;;;;;;;
19867;;0;346;AGA;1868;;;;;;;;;;;;;;;;
19868;;0;346;AYT;1868;;;;;;;;;;;;;;;;
19869;;0;346;CFU;1868;;;;;;;;;;;;;;;;
19870;;0;346;CHQ;1868;;;;;;;;;;;;;;;;
19871;;0;346;DJE;1868;;;;;;;;;;;;;;;;
19872;;0;346;DLM;1868;;;;;;;;;;;;;;;;
19873;;0;346;FNC;1868;;;;;;;;;;;;;;;;
19874;;0;346;FUE;1868;;;;;;;;;;;;;;;;
19875;;0;346;HER;1868;;;;;;;;;;;;;;;;
19876;;0;346;HRG;1868;;;;;;;;;;;;;;;;
19877;;0;346;IBZ;1868;;;;;;;;;;;;;;;;
19878;;0;346;KGS;1868;;;;;;;;;;;;;;;;
19879;;0;346;LPA;1868;;;;;;;;;;;;;;;;
19880;;0;346;PMI;1868;;;;;;;;;;;;;;;;
19881;;0;346;PUJ;1868;;;;;;;;;;;;;;;;
19882;;0;346;RHO;1868;;;;;;;;;;;;;;;;
19883;;0;346;SPC;1868;;;;;;;;;;;;;;;;
19884;;0;346;TFS;1868;;;;;;;;;;;;;;;;
19885;;0;346;XRY;1868;;;;;;;;;;;;;;;;
19886;;0;4059;MBA;1868;;;;;;;;;;;;;;;;
19887;;0;371;ACE;1868;;;;;;;;;;;;;;;;
19888;;0;371;AYT;1868;;;;;;;;;;;;;;;;
19889;;0;371;FUE;1868;;;;;;;;;;;;;;;;
19890;;0;371;LPA;1868;;;;;;;;;;;;;;;;
19891;;0;371;PMI;1868;;;;;;;;;;;;;;;;
19892;;0;371;TFS;1868;;;;;;;;;;;;;;;;
19893;;0;3998;CGN;1868;;;;;;;;;;;;;;;;
19894;;0;3998;DUS;1868;;;;;;;;;;;;;;;;
19895;;0;3998;FRA;1868;;;;;;;;;;;;;;;;
19896;;0;3998;HAJ;1868;;;;;;;;;;;;;;;;
19897;;0;3998;HAM;1868;;;;;;;;;;;;;;;;
19898;;0;3998;LEJ;1868;;;;;;;;;;;;;;;;
19899;;0;3998;MAN;1868;;;;;;;;;;;;;;;;
19900;;0;3998;MUC;1868;;;;;;;;;;;;;;;;
19901;;0;3998;PAD;1868;;;;;;;;;;;;;;;;
19902;;0;3998;STR;1868;;;;;;;;;;;;;;;;
19903;;0;3998;SXF;1868;;;;;;;;;;;;;;;;
19904;;0;1761;ANU;1868;;;;;;;;;;;;;;;;
19905;;0;1761;FRA;1868;;;;;;;;;;;;;;;;
19906;;0;1871;SDQ;1868;;;;;;;;;;;;;;;;
19907;;0;1760;FRA;1868;;;;;;;;;;;;;;;;
19908;;0;1760;MUC;1868;;;;;;;;;;;;;;;;
19909;;0;2610;FRA;1868;;;;;;;;;;;;;;;;
19910;;0;1472;DUS;1868;;;;;;;;;;;;;;;;
19911;;0;1472;FRA;1868;;;;;;;;;;;;;;;;
19912;;0;1472;HAJ;1868;;;;;;;;;;;;;;;;
19913;;0;1472;HAM;1868;;;;;;;;;;;;;;;;
19914;;0;1472;LEJ;1868;;;;;;;;;;;;;;;;
19915;;0;1472;MUC;1868;;;;;;;;;;;;;;;;
19916;;0;1472;STR;1868;;;;;;;;;;;;;;;;
19917;;0;1472;SXF;1868;;;;;;;;;;;;;;;;
19918;;0;1762;FRA;1868;;;;;;;;;;;;;;;;
19919;;0;1762;PTY;1868;;;;;;;;;;;;;;;;
19920;;0;1762;SJO;1868;;;;;;;;;;;;;;;;
19921;;0;3577;FRA;1868;;;;;;;;;;;;;;;;
19922;;0;994;FRA;1868;;;;;;;;;;;;;;;;
19923;;0;1885;SDQ;1868;;;;;;;;;;;;;;;;
19924;;0;2890;FRA;1868;;;;;;;;;;;;;;;;
19925;;0;1053;FRA;1868;;;;;;;;;;;;;;;;
19926;;0;1053;MUC;1868;;;;;;;;;;;;;;;;
19927;;0;1206;FRA;1868;;;;;;;;;;;;;;;;
19928;;0;2621;FRA;1868;;;;;;;;;;;;;;;;
19929;;0;350;ACE;1868;;;;;;;;;;;;;;;;
19930;;0;350;AYT;1868;;;;;;;;;;;;;;;;
19931;;0;350;DLM;1868;;;;;;;;;;;;;;;;
19932;;0;350;FNC;1868;;;;;;;;;;;;;;;;
19933;;0;350;FUE;1868;;;;;;;;;;;;;;;;
19934;;0;350;HER;1868;;;;;;;;;;;;;;;;
19935;;0;350;KGS;1868;;;;;;;;;;;;;;;;
19936;;0;350;LPA;1868;;;;;;;;;;;;;;;;
19937;;0;350;PMI;1868;;;;;;;;;;;;;;;;
19938;;0;350;RHO;1868;;;;;;;;;;;;;;;;
19939;;0;350;TFS;1868;;;;;;;;;;;;;;;;
19940;;0;350;XRY;1868;;;;;;;;;;;;;;;;
19941;;0;337;ACE;1868;;;;;;;;;;;;;;;;
19942;;0;337;AYT;1868;;;;;;;;;;;;;;;;
19943;;0;337;CFU;1868;;;;;;;;;;;;;;;;
19944;;0;337;DLM;1868;;;;;;;;;;;;;;;;
19945;;0;337;FUE;1868;;;;;;;;;;;;;;;;
19946;;0;337;HER;1868;;;;;;;;;;;;;;;;
